
---------- Begin Simulation Statistics ----------
simSeconds                                   0.165385                       # Number of seconds simulated (Second)
simTicks                                 165385389718                       # Number of ticks simulated (Tick)
finalTick                                165385389718                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   2006.28                       # Real time elapsed on the host (Second)
hostTickRate                                 82433671                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                  268786172                       # Number of bytes of host memory used (Byte)
simInsts                                     67408805                       # Number of instructions simulated (Count)
simOps                                      116912226                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    33599                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      58273                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        314420894                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               4.664389                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.214390                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       263930481                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      165                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      206363021                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  96726                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            147018412                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         293255933                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 104                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           314361204                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.656452                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.151626                       # Number of insts issued each cycle (Count)
system.cpu.l2.prefetcher.prefetchers1.pfIssued       102764                       # number of hwpf issued (Count)
system.cpu.l2.prefetcher.prefetchers1.pfUseful        21483                       # number of useful prefetch (Count)
system.cpu.l2.prefetcher.prefetchers1.pfUsefulButMiss            0                       # number of hit on prefetch but cache block is not in an usable state (Count)
system.cpu.l2.prefetcher.prefetchers1.accuracy     0.209052                       # accuracy of the prefetcher (Count)
system.cpu.l2.prefetcher.prefetchers1.coverage            1                       # coverage brought by this prefetcher (Count)
system.cpu.l2.prefetcher.prefetchers1.pfHitInCache            0                       # number of prefetches hitting in cache (Count)
system.cpu.l2.prefetcher.prefetchers1.pfHitInMSHR            0                       # number of prefetches hitting in a MSHR (Count)
system.cpu.l2.prefetcher.prefetchers1.pfHitInWB            0                       # number of prefetches hit in the Write Buffer (Count)
system.cpu.l2.prefetcher.prefetchers1.pfLate            0                       # number of late prefetches (hitting in cache, MSHR or WB) (Count)
system.cpu.l2.prefetcher.prefetchers1.pfIdentified       156852                       # number of prefetch candidates identified (Count)
system.cpu.l2.prefetcher.prefetchers1.pfBufferHit           58                       # number of redundant prefetches already in prefetch queue (Count)
system.cpu.l2.prefetcher.prefetchers1.pfInCache            0                       # number of redundant prefetches already in cache/mshr dropped (Count)
system.cpu.l2.prefetcher.prefetchers1.pfRemovedDemand        27393                       # number of prefetches dropped due to a demand for the same address (Count)
system.cpu.l2.prefetcher.prefetchers1.pfRemovedFull            0                       # number of prefetches dropped due to prefetch queue size (Count)
system.cpu.l2.prefetcher.prefetchers1.pfSpanPage          106                       # number of prefetches that crossed the page (Count)
system.cpu.l2.prefetcher.prefetchers1.pfUsefulSpanPage           65                       # number of prefetches that is useful and crossed the page (Count)
system.cpu.l2.prefetcher.prefetchers1.power_state.pwrStateResidencyTicks::UNDEFINED 165385389718                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.l2.replTriggerQueue.m_msg_count       778593                       # Number of messages passed the buffer (Count)
system.cpu.l2.replTriggerQueue.m_buf_msgs     0.000033                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l2.replTriggerQueue.m_stall_time      5527208                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l2.replTriggerQueue.m_avg_stall_time     7.098970                       # Average stall ticks per message ((Tick/Count))
system.cpu.l2.reqIn.m_msg_count               3370117                       # Number of messages passed the buffer (Count)
system.cpu.l2.reqIn.m_buf_msgs               0.015687                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l2.reqIn.m_stall_time            909419346                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l2.reqIn.m_avg_stall_time       269.848004                       # Average stall ticks per message ((Tick/Count))
system.cpu.l2.reqOut.m_msg_count              1731969                       # Number of messages passed the buffer (Count)
system.cpu.l2.reqOut.m_buf_msgs              0.071819                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l2.reqOut.m_stall_time         10966845028                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l2.reqOut.m_avg_stall_time     6332.010000                       # Average stall ticks per message ((Tick/Count))
system.cpu.l2.reqRdy.m_msg_count              3453649                       # Number of messages passed the buffer (Count)
system.cpu.l2.reqRdy.m_buf_msgs              0.023834                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l2.reqRdy.m_stall_time          3941852416                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l2.reqRdy.m_stall_count              28304                       # Number of times messages were stalled (Count)
system.cpu.l2.reqRdy.m_avg_stall_time     1141.358724                       # Average stall ticks per message ((Tick/Count))
system.cpu.l2.retryTriggerQueue.m_msg_count       168456                       # Number of messages passed the buffer (Count)
system.cpu.l2.rspIn.m_msg_count               2898370                       # Number of messages passed the buffer (Count)
system.cpu.l2.rspIn.m_buf_msgs               0.013340                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l2.rspIn.m_stall_time            757011684                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l2.rspIn.m_avg_stall_time       261.185316                       # Average stall ticks per message ((Tick/Count))
system.cpu.l2.rspOut.m_msg_count              2671257                       # Number of messages passed the buffer (Count)
system.cpu.l2.rspOut.m_buf_msgs              0.014697                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l2.rspOut.m_stall_time          1025670252                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l2.rspOut.m_avg_stall_time      383.965396                       # Average stall ticks per message ((Tick/Count))
system.cpu.l2.sf.streamingHnfFillBypasses            0                       # Streaming HNF cache misses that bypassed an LLC fill (Unspecified)
system.cpu.l2.sf.m_allocsByWay                      0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l2.sf.m_demand_hits                      0                       # Number of cache demand hits (Unspecified)
system.cpu.l2.sf.m_demand_misses                    0                       # Number of cache demand misses (Unspecified)
system.cpu.l2.sf.m_demand_accesses                  0                       # Number of cache demand accesses (Unspecified)
system.cpu.l2.snpOut.m_msg_count                  729                       # Number of messages passed the buffer (Count)
system.cpu.l2.snpOut.m_buf_msgs              0.000003                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l2.snpOut.m_stall_time              183778                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l2.snpOut.m_avg_stall_time      252.096022                       # Average stall ticks per message ((Tick/Count))
system.cpu.l2.triggerQueue.m_msg_count       40087527                       # Number of messages passed the buffer (Count)
system.cpu.l2.triggerQueue.m_buf_msgs        0.046441                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l2.triggerQueue.m_stall_time       5527208                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l2.triggerQueue.m_stall_count       778593                       # Number of times messages were stalled (Count)
system.cpu.l2.triggerQueue.m_avg_stall_time     0.137878                       # Average stall ticks per message ((Tick/Count))
system.cpu.lsq0.forwLoads                        8436                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                 1853991                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                   45                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                  61                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                3310138                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                    4                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                 257349                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples            5402876                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::mean            142.362557                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::stdev           240.687754                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::0-9                3028520     56.05%     56.05% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::10-19               290914      5.38%     61.44% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::20-29               266615      4.93%     66.37% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::30-39                37448      0.69%     67.07% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::40-49                31012      0.57%     67.64% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::50-59                25155      0.47%     68.11% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::60-69                21324      0.39%     68.50% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::70-79                21068      0.39%     68.89% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::80-89                39417      0.73%     69.62% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::90-99                49777      0.92%     70.54% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::100-109              37794      0.70%     71.24% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::110-119              22137      0.41%     71.65% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::120-129              18816      0.35%     72.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::130-139              17586      0.33%     72.32% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::140-149              17712      0.33%     72.65% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::150-159              18125      0.34%     72.99% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::160-169              23349      0.43%     73.42% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
