
---------- Begin Simulation Statistics ----------
simSeconds                                   0.169109                       # Number of seconds simulated (Second)
simTicks                                 169108824842                       # Number of ticks simulated (Tick)
finalTick                                169108824842                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   2031.23                       # Real time elapsed on the host (Second)
hostTickRate                                 83254465                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                  268786368                       # Number of bytes of host memory used (Byte)
simInsts                                     67408771                       # Number of instructions simulated (Count)
simOps                                      116912147                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    33186                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      57557                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        321499668                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               4.769404                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.209670                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       263915793                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      167                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      209772819                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  95999                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            147003805                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         293384507                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 107                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           321438206                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.652607                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.170764                       # Number of insts issued each cycle (Count)
system.ruby.network.routers4.throttle01.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers4.throttle01.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers4.throttle01.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers4.throttle01.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers4.throttle01.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers4.throttle01.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers4.throttle01.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers4.throttle01.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers4.throttle02.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links21 (Count)
system.ruby.network.routers4.throttle02.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers4.throttle02.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers4.throttle02.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers4.throttle02.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers4.throttle02.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers4.throttle02.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers4.throttle02.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers4.throttle02.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers4.throttle02.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers4.throttle02.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers4.throttle03.acc_link_utilization       400784                       # Accumulated link utilization system.ruby.network.int_links22 (Count)
system.ruby.network.routers4.throttle03.link_utilization     0.118499                       # Average link utilization (Ratio)
system.ruby.network.routers4.throttle03.total_msg_count       783168                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers4.throttle03.total_msg_bytes      6412544                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers4.throttle03.total_data_msg_bytes       147200                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers4.throttle03.total_msg_wait_time      2454000                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers4.throttle03.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers4.throttle03.total_bw_sat_cy         9582                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers4.throttle03.avg_msg_wait_time     3.133427                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers4.throttle03.avg_bandwidth         0.04                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers4.throttle03.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers4.throttle03.msg_count.Control::2       778568                       (Unspecified)
system.ruby.network.routers4.throttle03.msg_bytes.Control::2      6228544                       (Unspecified)
system.ruby.network.routers4.throttle03.msg_count.Data::3         4600                       (Unspecified)
system.ruby.network.routers4.throttle03.msg_bytes.Data::3       184000                       (Unspecified)
system.ruby.network.routers4.throttle04.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links23 (Count)
system.ruby.network.routers4.throttle04.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers4.throttle04.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers4.throttle04.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers4.throttle04.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers4.throttle04.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers4.throttle04.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers4.throttle04.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers4.throttle04.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers4.throttle04.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers4.throttle04.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers4.throttle05.acc_link_utilization      1966238                       # Accumulated link utilization system.ruby.network.int_links24 (Count)
system.ruby.network.routers4.throttle05.link_utilization     0.581353                       # Average link utilization (Ratio)
system.ruby.network.routers4.throttle05.total_msg_count      1660884                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers4.throttle05.total_msg_bytes     31459808                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers4.throttle05.total_data_msg_bytes     18172736                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers4.throttle05.total_msg_wait_time    893202000                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers4.throttle05.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers4.throttle05.total_bw_sat_cy      1285057                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers4.throttle05.avg_msg_wait_time   537.787106                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers4.throttle05.avg_bandwidth         0.17                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers4.throttle05.avg_useful_bandwidth         0.10                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers4.throttle05.msg_count.Control::0      1092986                       (Unspecified)
system.ruby.network.routers4.throttle05.msg_bytes.Control::0      8743888                       (Unspecified)
system.ruby.network.routers4.throttle05.msg_count.Data::3       567898                       (Unspecified)
system.ruby.network.routers4.throttle05.msg_bytes.Data::3     22715920                       (Unspecified)
system.ruby.network.routers5.percent_links_utilized     0.303226                       # Percent utilization of all links (out of 100) (Ratio)
system.ruby.network.routers5.msg_count.Control::0      1092986                       # Total messages through switch (Count)
system.ruby.network.routers5.msg_count.Control::2       283949                       # Total messages through switch (Count)
system.ruby.network.routers5.msg_bytes.Control::0      8743888                       # Total bytes through switch (Byte)
system.ruby.network.routers5.msg_bytes.Control::2      2271592                       # Total bytes through switch (Byte)
