
---------- Begin Simulation Statistics ----------
simSeconds                                   0.166511                       # Number of seconds simulated (Second)
simTicks                                 166511323752                       # Number of ticks simulated (Tick)
finalTick                                166511323752                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   2021.21                       # Real time elapsed on the host (Second)
hostTickRate                                 82382070                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                  268786984                       # Number of bytes of host memory used (Byte)
simInsts                                     67408771                       # Number of instructions simulated (Count)
simOps                                      116912147                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    33351                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      57843                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        316561453                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               4.696146                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.212941                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       263772058                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      164                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      206142865                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  96349                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            146860067                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         293395156                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 104                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           316499582                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.651321                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.149110                       # Number of insts issued each cycle (Count)
system.ruby.hnf.cntrl.cache.m_allocsByWay::12        28516                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::13        24548                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::14        24909                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::15        24490                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::16        28439                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::17        24523                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::18        24588                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::19        24500                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_demand_hits          300                       # Number of cache demand hits (Unspecified)
system.ruby.hnf.cntrl.cache.m_demand_misses        56647                       # Number of cache demand misses (Unspecified)
system.ruby.hnf.cntrl.cache.m_demand_accesses        56947                       # Number of cache demand accesses (Unspecified)
system.ruby.hnf.cntrl.cache.m_prefetch_hits         2002                       # Number of cache prefetch hits (Unspecified)
system.ruby.hnf.cntrl.cache.m_prefetch_misses       752375                       # Number of cache prefetch misses (Unspecified)
system.ruby.hnf.cntrl.cache.m_prefetch_accesses       754377                       # Number of cache prefetch accesses (Unspecified)
system.ruby.hnf.cntrl.datIn.m_msg_count       1557106                       # Number of messages passed the buffer (Count)
system.ruby.hnf.cntrl.datIn.m_buf_msgs       0.004676                       # Average number of messages in buffer ((Count/Tick))
system.ruby.hnf.cntrl.datOut.m_msg_count       572772                       # Number of messages passed the buffer (Count)
system.ruby.hnf.cntrl.datOut.m_buf_msgs      0.011859                       # Average number of messages in buffer ((Count/Tick))
system.ruby.hnf.cntrl.datOut.m_stall_time   1688297000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.hnf.cntrl.datOut.m_avg_stall_time  2947.589966                       # Average stall ticks per message ((Tick/Count))
system.ruby.hnf.cntrl.power_state.pwrStateResidencyTicks::UNDEFINED 166511323752                       # Cumulative time (in ticks) in various power states (Tick)
system.ruby.hnf.cntrl.replTriggerQueue.m_msg_count       695387                       # Number of messages passed the buffer (Count)
system.ruby.hnf.cntrl.reqIn.m_msg_count       1654292                       # Number of messages passed the buffer (Count)
system.ruby.hnf.cntrl.reqIn.m_buf_msgs       0.004968                       # Average number of messages in buffer ((Count/Tick))
system.ruby.hnf.cntrl.reqOut.m_msg_count      1093106                       # Number of messages passed the buffer (Count)
system.ruby.hnf.cntrl.reqOut.m_buf_msgs      0.013972                       # Average number of messages in buffer ((Count/Tick))
system.ruby.hnf.cntrl.reqOut.m_stall_time   1779897500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.hnf.cntrl.reqOut.m_avg_stall_time  1628.293596                       # Average stall ticks per message ((Tick/Count))
system.ruby.hnf.cntrl.reqRdy.m_msg_count      1589877                       # Number of messages passed the buffer (Count)
system.ruby.hnf.cntrl.reqRdy.m_buf_msgs      0.000000                       # Average number of messages in buffer ((Count/Tick))
system.ruby.hnf.cntrl.reqRdy.m_stall_time        12000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.hnf.cntrl.reqRdy.m_stall_count            3                       # Number of times messages were stalled (Count)
system.ruby.hnf.cntrl.reqRdy.m_avg_stall_time     0.007548                       # Average stall ticks per message ((Tick/Count))
system.ruby.hnf.cntrl.retryTriggerQueue.m_msg_count       128830                       # Number of messages passed the buffer (Count)
system.ruby.hnf.cntrl.rspIn.m_msg_count       1095405                       # Number of messages passed the buffer (Count)
system.ruby.hnf.cntrl.rspIn.m_buf_msgs       0.003289                       # Average number of messages in buffer ((Count/Tick))
system.ruby.hnf.cntrl.rspOut.m_msg_count       907383                       # Number of messages passed the buffer (Count)
system.ruby.hnf.cntrl.rspOut.m_buf_msgs      0.002767                       # Average number of messages in buffer ((Count/Tick))
system.ruby.hnf.cntrl.rspOut.m_stall_time      7105000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.hnf.cntrl.rspOut.m_avg_stall_time     7.830211                       # Average stall ticks per message ((Tick/Count))
system.ruby.hnf.cntrl.sf.streamingHnfFillBypasses            0                       # Streaming HNF cache misses that bypassed an LLC fill (Unspecified)
system.ruby.hnf.cntrl.sf.m_allocsByWay              0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.sf.m_demand_hits              0                       # Number of cache demand hits (Unspecified)
system.ruby.hnf.cntrl.sf.m_demand_misses            0                       # Number of cache demand misses (Unspecified)
system.ruby.hnf.cntrl.sf.m_demand_accesses            0                       # Number of cache demand accesses (Unspecified)
system.ruby.hnf.cntrl.triggerQueue.m_msg_count     16765589                       # Number of messages passed the buffer (Count)
system.ruby.hnf.cntrl.triggerQueue.m_buf_msgs     0.045350                       # Average number of messages in buffer ((Count/Tick))
system.ruby.hnf.cntrl.triggerQueue.m_stall_count       695387                       # Number of times messages were stalled (Count)
system.ruby.mn.cntrl.avg_size                       0                       # Avg. number of slots allocated (Unspecified)
system.ruby.mn.cntrl.avg_util                       0                       # Avg. utilization (Unspecified)
system.ruby.mn.cntrl.avg_reserved                   0                       # Avg. number of slots reserved (Unspecified)
system.ruby.mn.cntrl.avg_size                       0                       # Avg. number of slots allocated (Unspecified)
system.ruby.mn.cntrl.avg_util                       0                       # Avg. utilization (Unspecified)
system.ruby.mn.cntrl.avg_reserved                   0                       # Avg. number of slots reserved (Unspecified)
system.ruby.mn.cntrl.avg_size                       0                       # Avg. number of slots allocated (Unspecified)
system.ruby.mn.cntrl.avg_util                       0                       # Avg. utilization (Unspecified)
system.ruby.mn.cntrl.avg_reserved                   0                       # Avg. number of slots reserved (Unspecified)
system.ruby.mn.cntrl.power_state.pwrStateResidencyTicks::UNDEFINED 166511323752                       # Cumulative time (in ticks) in various power states (Tick)
system.ruby.network.msg_count.Control        23564014                       # Total messages through network (Count)
system.ruby.network.msg_byte.Control        188512112                       # Total bytes through network (Byte)
system.ruby.network.msg_count.Data           17586800                       # Total messages through network (Count)
system.ruby.network.msg_byte.Data           703472000                       # Total bytes through network (Byte)
system.ruby.network.int_links1.buffers0.m_msg_count         2661                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links1.buffers0.m_buf_msgs     0.000011                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links1.buffers0.m_stall_time       432000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.int_links1.buffers0.m_avg_stall_time   162.344983                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.int_links1.buffers2.m_msg_count         2424                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links1.buffers2.m_buf_msgs     0.000015                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links1.buffers2.m_stall_time      1294500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.int_links1.buffers2.m_avg_stall_time   534.034653                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.int_links1.buffers3.m_msg_count           28                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links1.buffers3.m_buf_msgs     0.000000                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links10.buffers1.m_msg_count          693                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links10.buffers1.m_buf_msgs     0.000002                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links10.buffers2.m_msg_count          916                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links10.buffers2.m_buf_msgs     0.000003                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links10.buffers3.m_msg_count         3490                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links10.buffers3.m_buf_msgs     0.000010                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links11.buffers1.m_msg_count           20                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links11.buffers1.m_buf_msgs     0.000000                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links11.buffers2.m_msg_count      1834956                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links11.buffers2.m_buf_msgs     0.005510                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links11.buffers3.m_msg_count      3044516                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links11.buffers3.m_buf_msgs     0.009142                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links13.buffers0.m_msg_count      1654292                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links13.buffers0.m_buf_msgs     0.006998                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links13.buffers0.m_stall_time    338082000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.int_links13.buffers0.m_avg_stall_time   204.366581                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.int_links13.buffers2.m_msg_count       811321                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links13.buffers2.m_buf_msgs     0.002451                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links13.buffers2.m_stall_time      2424500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.int_links13.buffers2.m_avg_stall_time     2.988336                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.int_links13.buffers3.m_msg_count      1557106                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links13.buffers3.m_buf_msgs     0.004676                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links22.buffers2.m_msg_count       907383                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links22.buffers2.m_buf_msgs     0.025205                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links22.buffers2.m_stall_time   3743207500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.int_links22.buffers2.m_avg_stall_time  4125.278411                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.int_links22.buffers3.m_msg_count         4604                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links22.buffers3.m_buf_msgs     0.000014                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links22.buffers3.m_stall_time         1500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.int_links22.buffers3.m_avg_stall_time     0.325804                       # Average stall ticks per message ((Tick/Count))
